accuracy,amenities,bed_type,cancel_policy,instant_book,person_capacity,price,rating_checkin,rating_cleanliness,rating_communication,response_rate,response_time,rev_count,room_type,satisfaction_guest,url
10,"[96, 33, 3, 35, 4, 5, 8, 40, 41, 44, 45, 77, 49, 50, 21, 89, 91, 93, 30, 94]",Real Bed,4,FALSE,1,73,10,10,10,1,1,24,Entire home/apt,98,https://www.airbnb.com/rooms/16207370?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 35, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 46, 21, 25, 28, 30]",Real Bed,3,TRUE,1,82,10,6,10,,,1,Entire home/apt,80,https://www.airbnb.com/rooms/8055729?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 4, 5, 21, 8, 40, 41, 44, 45, 30, 47]",Real Bed,3,TRUE,2,48,,,,0.75,43208,0,Entire home/apt,,https://www.airbnb.com/rooms/19594527?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 5, 8, 40, 41, 44, 45, 21, 30, 31]",Real Bed,5,TRUE,5,82,10,10,10,1,1,15,Entire home/apt,97,https://www.airbnb.com/rooms/17817291?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 8, 77, 21, 85, 86, 88, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54, 57]",Real Bed,5,FALSE,6,128,10,10,10,1,1,84,Entire home/apt,98,https://www.airbnb.com/rooms/9188294?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 34, 35, 4, 36, 5, 37, 8, 40, 41, 42, 44, 45, 46, 47, 50, 51, 21, 54, 25, 30, 31]",Real Bed,5,TRUE,4,78,9,9,9,0.985000014,744.5,6,Entire home/apt,87,https://www.airbnb.com/rooms/16400467?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 53, 56, 28, 30, 31]",Real Bed,5,TRUE,3,90,10,9,10,1,1,46,Entire home/apt,96,https://www.airbnb.com/rooms/6157438?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 46, 51, 21, 54, 25, 30, 31]",Real Bed,5,FALSE,5,80,10,10,10,1,24,61,Entire home/apt,95,https://www.airbnb.com/rooms/13566773?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 33, 34, 35, 4, 36, 5, 37, 39, 8, 40, 41, 42, 44, 45, 46, 47, 51, 53, 30, 31]",Real Bed,3,TRUE,2,119,10,10,9,1,1914,4,Entire home/apt,90,https://www.airbnb.com/rooms/16961006?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 6, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 53, 25, 28, 30, 31]",Real Bed,5,FALSE,4,150,10,10,10,0.846000016,24625,28,Entire home/apt,96,https://www.airbnb.com/rooms/10971974?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,3,60,9,9,9,1,1,39,Entire home/apt,92,https://www.airbnb.com/rooms/7290299?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 28, 31]",Real Bed,3,FALSE,4,160,10,10,10,1,209,25,Entire home/apt,98,https://www.airbnb.com/rooms/14750038?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 4, 5, 8, 73, 77, 21, 85, 88, 89, 90, 91, 28, 93, 30, 94, 31, 95, 96, 33, 35, 36, 100, 39, 103, 40, 104, 41, 44, 45, 46, 47, 51, 53]",Real Bed,5,TRUE,5,82,10,10,10,1,27,18,Entire home/apt,97,https://www.airbnb.com/rooms/16331573?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 73, 21, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 51, 54, 57, 61]",Real Bed,5,TRUE,6,105,10,10,10,1,233,3,Entire home/apt,100,https://www.airbnb.com/rooms/19121855?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 38, 39, 8, 40, 41, 44, 45, 47, 51, 21, 54, 25, 57, 28, 30, 31]",Real Bed,5,TRUE,8,131,10,10,10,1,1,16,Entire home/apt,98,https://www.airbnb.com/rooms/17529934?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 4, 5, 8, 77, 21, 85, 86, 88, 89, 90, 91, 28, 93, 30, 94, 95, 96, 33, 34, 35, 36, 100, 37, 38, 39, 40, 41, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,5,TRUE,4,88,10,10,10,1,88.5,5,Entire home/apt,100,https://www.airbnb.com/rooms/18657095?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,165,10,10,10,1,230.5,70,Entire home/apt,98,https://www.airbnb.com/rooms/6006371?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 30, 31]",Real Bed,5,TRUE,4,119,10,10,10,1,23.5,9,Entire home/apt,98,https://www.airbnb.com/rooms/16294350?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 5, 37, 6, 39, 8, 40, 41, 44, 45, 46, 47, 21, 25, 28, 31]",Real Bed,4,TRUE,2,60,10,10,10,1,1,49,Entire home/apt,96,https://www.airbnb.com/rooms/11914565?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 21, 25, 28, 30]",Real Bed,5,FALSE,2,257,10,10,10,1,85,42,Entire home/apt,100,https://www.airbnb.com/rooms/7294865?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,6,257,10,9,10,1,1,137,Entire home/apt,96,https://www.airbnb.com/rooms/662352?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 6, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 30, 31]",Real Bed,5,TRUE,7,170,10,10,10,1,69,91,Entire home/apt,95,https://www.airbnb.com/rooms/6427153?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
7,"[4, 5, 8, 77, 21, 85, 87, 88, 25, 89, 91, 93, 30, 94, 98, 35, 36, 100, 103, 40, 104, 41, 44, 45, 46, 47, 61, 125]",Real Bed,5,TRUE,9,160,8,7,8,1,336.5,10,Entire home/apt,72,https://www.airbnb.com/rooms/15210653?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 53, 57, 30, 31]",Real Bed,5,TRUE,4,68,9,9,9,1,1,37,Entire home/apt,87,https://www.airbnb.com/rooms/9440423?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[33, 34, 35, 4, 5, 39, 8, 40, 43, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,1,37,9,7,8,1,1.5,9,Private room,82,https://www.airbnb.com/rooms/6173436?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 47, 50, 51, 21, 54, 56, 25, 28, 30, 31]",Real Bed,5,FALSE,6,136,10,10,10,1,23,1,Entire home/apt,100,https://www.airbnb.com/rooms/18804692?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 5, 40, 25, 41, 30, 31]",Real Bed,5,FALSE,1,40,8,9,9,1,1294.5,36,Private room,84,https://www.airbnb.com/rooms/8661683?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 47, 25, 28, 30, 31]",Real Bed,5,TRUE,4,46,10,10,10,1,371,22,Entire home/apt,95,https://www.airbnb.com/rooms/9651267?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 4, 5, 8, 40, 41, 43, 44, 45, 30, 31]",Real Bed,5,TRUE,4,73,9,9,10,1,141,22,Entire home/apt,93,https://www.airbnb.com/rooms/15239446?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
7,"[32, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 47, 21, 28]",Real Bed,5,TRUE,5,119,8,7,8,0.981000006,173,8,Entire home/apt,68,https://www.airbnb.com/rooms/16884789?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,FALSE,2,100,10,10,10,1,209,56,Entire home/apt,98,https://www.airbnb.com/rooms/6432086?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 39, 40, 41, 42, 43, 44, 45, 46, 47, 51, 21, 53, 31]",Real Bed,5,TRUE,8,100,9,10,10,1,0,28,Entire home/apt,95,https://www.airbnb.com/rooms/14622600?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 57, 30, 31]",Real Bed,5,FALSE,8,92,10,9,10,1,1,21,Entire home/apt,90,https://www.airbnb.com/rooms/16431927?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 39, 8, 40, 41, 44, 45, 21, 25, 31]",Real Bed,5,TRUE,5,81,10,9,9,1,1286,63,Entire home/apt,93,https://www.airbnb.com/rooms/10600657?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[33, 35, 4, 5, 8, 40, 41, 43, 44, 45, 25, 28, 30, 31]",Real Bed,5,TRUE,8,130,9,8,9,1,1,87,Entire home/apt,81,https://www.airbnb.com/rooms/10042409?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,3,110,10,10,10,1,1,21,Entire home/apt,95,https://www.airbnb.com/rooms/15835000?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 77, 16, 21, 85, 86, 88, 89, 91, 93, 30, 94, 31, 95, 96, 33, 35, 36, 100, 39, 40, 41, 44, 45, 46, 47, 51, 54, 57]",Real Bed,5,TRUE,6,165,10,9,10,1,1,8,Entire home/apt,93,https://www.airbnb.com/rooms/17575393?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 21, 30, 31]",Real Bed,4,TRUE,7,229,9,9,10,1,0.5,24,Entire home/apt,98,https://www.airbnb.com/rooms/16843025?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 1, 33, 34, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,9,165,9,9,10,1,1,20,Entire home/apt,93,https://www.airbnb.com/rooms/17178762?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 21, 25, 30, 31]",Real Bed,4,FALSE,3,64,9,8,9,1,0.5,79,Entire home/apt,86,https://www.airbnb.com/rooms/3327550?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 31]",Real Bed,5,TRUE,2,150,10,10,10,1,209,36,Entire home/apt,99,https://www.airbnb.com/rooms/12313123?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
7,"[33, 49, 50, 35, 4, 5, 21, 8, 40, 41, 42, 47]",Real Bed,3,TRUE,1,35,8,8,8,1,36,9,Private room,78,https://www.airbnb.com/rooms/17832476?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,5,78,9,9,10,1,1,73,Entire home/apt,90,https://www.airbnb.com/rooms/2820072?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 33, 35, 4, 36, 5, 39, 8, 40, 41, 45, 21, 30, 31]",Real Bed,3,FALSE,2,63,10,10,10,0.899999976,23695.5,1,Entire home/apt,100,https://www.airbnb.com/rooms/18964647?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,6,87,10,9,10,1,1,58,Entire home/apt,90,https://www.airbnb.com/rooms/2820135?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 1, 33, 5, 39, 8, 40, 41, 12, 44, 45, 46, 47, 51, 21, 54, 25, 28, 30, 31]",Real Bed,4,TRUE,6,82,10,10,10,1,159.5,17,Entire home/apt,100,https://www.airbnb.com/rooms/17275494?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 28, 30, 31]",Real Bed,5,TRUE,3,119,9,8,9,0.977999985,1328.5,18,Entire home/apt,90,https://www.airbnb.com/rooms/14953840?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 35, 4, 36, 5, 37, 6, 38, 8, 40, 41, 21, 30, 31]",Real Bed,5,FALSE,7,82,10,9,10,1,214,41,Entire home/apt,93,https://www.airbnb.com/rooms/4584661?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 4, 5, 8, 73, 21, 87, 25, 89, 91, 93, 30, 94, 31, 95, 96, 33, 34, 98, 35, 36, 100, 39, 40, 104, 41, 43, 44, 45, 46, 110, 47, 111, 112, 113, 51, 54]",Real Bed,5,FALSE,3,37,10,10,10,0.958000004,199.5,13,Entire home/apt,98,https://www.airbnb.com/rooms/15106468?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 4, 5, 8, 40, 41, 44, 45, 46, 47, 30, 31]",Real Bed,5,FALSE,3,82,10,10,10,1,1,18,Entire home/apt,98,https://www.airbnb.com/rooms/16055151?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 3, 35, 4, 36, 5, 8, 40, 41, 44, 45, 21, 25, 30, 31]",Real Bed,5,FALSE,3,84,10,10,10,1,28,12,Entire home/apt,97,https://www.airbnb.com/rooms/15199674?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 47, 49, 50, 51, 21, 54, 25, 30]",Real Bed,5,TRUE,2,182,10,10,10,1,37,45,Entire home/apt,94,https://www.airbnb.com/rooms/11632488?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 5, 8, 40, 41, 11, 43, 44, 45, 47, 49, 50, 51, 21, 54, 25, 28, 61, 30]",Real Bed,5,FALSE,2,50,10,9,10,1,1,36,Entire home/apt,88,https://www.airbnb.com/rooms/13048039?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 57, 28, 61, 30, 31]",Real Bed,5,TRUE,4,62,10,9,10,1,174.5,39,Entire home/apt,94,https://www.airbnb.com/rooms/7140417?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 73, 44, 45, 77, 46, 47, 21, 88, 57, 61, 30, 31]",Real Bed,4,TRUE,10,126,9,8,9,1,1,9,Entire home/apt,89,https://www.airbnb.com/rooms/17967166?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 73, 44, 45, 46, 47, 51, 53, 57, 28, 61, 30, 31]",Real Bed,5,TRUE,8,147,10,8,10,1,146,6,Entire home/apt,87,https://www.airbnb.com/rooms/18436570?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 47, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,3,82,9,9,9,0.875,36612,87,Entire home/apt,90,https://www.airbnb.com/rooms/6708495?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,TRUE,6,99,10,7,10,1,42.5,27,Entire home/apt,79,https://www.airbnb.com/rooms/14111937?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,215,10,10,10,1,230.5,59,Entire home/apt,98,https://www.airbnb.com/rooms/4993237?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 35, 4, 5, 39, 8, 30]",Futon,5,FALSE,1,34,9,8,9,1,10220.5,11,Private room,82,https://www.airbnb.com/rooms/5188012?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[64, 1, 3, 4, 5, 71, 8, 75, 21, 25, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,4,FALSE,3,75,10,9,10,1,1442,13,Entire home/apt,94,https://www.airbnb.com/rooms/10529648?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 6, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 30, 31]",Real Bed,5,TRUE,4,130,10,9,9,1,1,93,Entire home/apt,93,https://www.airbnb.com/rooms/5491092?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 46, 47, 51, 21, 54, 25, 28, 61, 30, 31]",Real Bed,5,TRUE,2,60,10,10,10,1,0,5,Entire home/apt,100,https://www.airbnb.com/rooms/17930477?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 4, 5, 39, 8, 40, 41, 11, 44, 45, 47, 50, 21, 85, 87, 88, 91, 28, 30, 31]",Pull-out Sofa,5,FALSE,3,88,10,9,10,1,1314,9,Entire home/apt,98,https://www.airbnb.com/rooms/9340822?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 1, 33, 34, 3, 35, 4, 36, 5, 37, 8, 40, 9, 41, 43, 44, 45, 21, 25, 27, 28, 30, 31]",Real Bed,3,FALSE,3,105,10,9,10,1,2629,37,Entire home/apt,96,https://www.airbnb.com/rooms/2631745?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[32, 1, 33, 4, 5, 8, 40, 41, 44, 45, 46, 30, 31]",Real Bed,5,FALSE,4,65,,,,1,1,0,Entire home/apt,,https://www.airbnb.com/rooms/18814947?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 51, 21, 54, 28, 30, 31]",Real Bed,5,TRUE,2,183,10,10,10,1,1,11,Entire home/apt,100,https://www.airbnb.com/rooms/16798375?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 35, 4, 36, 5, 6, 38, 39, 8, 40, 41, 44, 45, 21, 28, 30, 31]",Real Bed,5,TRUE,5,137,10,10,10,1,154,7,Entire home/apt,100,https://www.airbnb.com/rooms/17929910?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 4, 5, 8, 40, 41, 43, 44, 45, 14, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,3,96,10,10,10,1,1,23,Entire home/apt,90,https://www.airbnb.com/rooms/10864949?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 5, 8, 40, 41, 44, 45, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,6,110,10,8,10,1,259.5,9,Entire home/apt,84,https://www.airbnb.com/rooms/16916899?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 4, 5, 8, 40, 41, 43, 45, 46, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,4,71,10,9,10,1,1,93,Entire home/apt,86,https://www.airbnb.com/rooms/3492048?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 50, 51, 54]",Real Bed,4,TRUE,5,119,10,10,10,1,1,30,Entire home/apt,94,https://www.airbnb.com/rooms/12935273?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,4,120,9,9,9,1,4399,79,Entire home/apt,91,https://www.airbnb.com/rooms/5754600?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 49, 50, 4, 5, 21, 8, 40, 41, 45, 30]",Real Bed,5,FALSE,4,64,10,7,10,1,7005,14,Entire home/apt,93,https://www.airbnb.com/rooms/15974655?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[33, 49, 50, 35, 4, 5, 21, 8, 40, 41, 42]",Real Bed,3,TRUE,1,41,10,6,8,1,0,1,Private room,60,https://www.airbnb.com/rooms/17515561?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 38, 39, 8, 40, 41, 44, 45, 46, 47, 49, 50, 51, 21, 54, 57, 30]",Real Bed,5,FALSE,3,60,10,9,10,1,1,24,Entire home/apt,94,https://www.airbnb.com/rooms/7699256?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[64, 1, 2, 66, 4, 68, 5, 8, 72, 73, 74, 75, 21, 28, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 44, 45, 46, 47, 61, 62, 63]",Real Bed,3,FALSE,3,80,10,10,10,1,1415.5,8,Private room,100,https://www.airbnb.com/rooms/15368906?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[3, 35, 4, 5, 42, 30]",Futon,5,FALSE,1,32,9,7,9,1,10220.5,22,Private room,73,https://www.airbnb.com/rooms/2547614?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 5, 39, 8, 40, 41, 42, 44, 45, 46, 49, 50, 21, 30]",Real Bed,5,TRUE,2,55,10,8,10,0.996999979,1,1,Private room,100,https://www.airbnb.com/rooms/18857116?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,92,9,9,9,1,25685,78,Entire home/apt,86,https://www.airbnb.com/rooms/4360136?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
