accuracy,amenities,bed_type,cancel_policy,instant_book,person_capacity,price,rating_checkin,rating_cleanliness,rating_communication,response_rate,response_time,rev_count,room_type,satisfaction_guest,url
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 21, 28, 30, 31]",Real Bed,5,FALSE,2,56,10,9,10,1,171.5,18,Entire home/apt,96,https://www.airbnb.com/rooms/15345000?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[96, 1, 3, 35, 36, 5, 8, 40, 104, 41, 44, 47, 21, 85, 57, 89, 91, 30, 94]",Real Bed,5,FALSE,1,30,,,,1,4211,0,Entire home/apt,,https://www.airbnb.com/rooms/18334252?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 2, 3, 4, 5, 6, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 47, 50]",Real Bed,5,TRUE,4,83,10,9,10,1,81,63,Entire home/apt,92,https://www.airbnb.com/rooms/8328483?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 21, 25, 28, 30, 33, 34, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,5,FALSE,3,79,10,10,10,1,1,42,Entire home/apt,97,https://www.airbnb.com/rooms/12520677?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 35, 4, 5, 39, 8, 40, 41, 43, 44, 45, 49, 50, 30]",Real Bed,5,FALSE,2,55,10,10,10,1,1,123,Entire home/apt,93,https://www.airbnb.com/rooms/5022432?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,FALSE,4,83,10,10,10,1,292,54,Entire home/apt,98,https://www.airbnb.com/rooms/12769785?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 4, 5, 6, 39, 8, 40, 41, 44, 46, 21, 25, 28, 30, 31]",Real Bed,4,FALSE,2,83,10,10,10,,,1,Entire home/apt,100,https://www.airbnb.com/rooms/4894090?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 5, 39, 8, 40, 41, 73, 44, 45, 51, 54, 25, 28, 61, 30, 31]",Real Bed,5,TRUE,3,102,10,9,10,1,544,7,Entire home/apt,97,https://www.airbnb.com/rooms/17002066?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 54, 25, 28, 30, 31]",Real Bed,5,TRUE,9,148,10,9,10,1,1161.5,80,Entire home/apt,92,https://www.airbnb.com/rooms/12213824?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 47, 51, 54, 30]",Real Bed,5,TRUE,3,99,10,9,10,1,1,15,Entire home/apt,89,https://www.airbnb.com/rooms/16150609?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,3,111,10,10,10,1,1,21,Entire home/apt,95,https://www.airbnb.com/rooms/15835000?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 21, 28, 30, 31]",Real Bed,5,TRUE,3,75,10,9,10,1,1,89,Entire home/apt,95,https://www.airbnb.com/rooms/9376497?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 30, 31]",Real Bed,4,TRUE,3,37,10,9,10,1,27,9,Entire home/apt,96,https://www.airbnb.com/rooms/17285425?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 73, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,FALSE,3,71,10,10,10,1,1,8,Entire home/apt,98,https://www.airbnb.com/rooms/17757880?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 4, 5, 8, 40, 41, 44, 45, 30, 31, 47]",Real Bed,3,FALSE,2,83,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/19365610?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 129, 2, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47]",Real Bed,5,TRUE,6,185,10,10,10,1,36.5,36,Entire home/apt,99,https://www.airbnb.com/rooms/16183901?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,6,139,10,9,10,0.913999975,348,80,Entire home/apt,97,https://www.airbnb.com/rooms/8918514?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 37, 8, 40, 41, 43, 44, 45, 46, 15, 47, 51, 54, 30, 31]",Real Bed,5,FALSE,2,28,10,9,10,1,345,27,Private room,96,https://www.airbnb.com/rooms/10996342?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 34, 4, 5, 37, 39, 8, 40, 41, 44, 45, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,4,167,,,,1,118,0,Entire home/apt,,https://www.airbnb.com/rooms/18160183?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 57, 30, 31]",Real Bed,5,TRUE,10,106,10,9,10,1,1,73,Entire home/apt,93,https://www.airbnb.com/rooms/9121677?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 5, 39, 8, 40, 43, 44, 49, 50, 21, 30]",Real Bed,5,FALSE,1,37,9,8,9,1,12615,23,Private room,87,https://www.airbnb.com/rooms/3953756?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 8, 75, 21, 25, 28, 30, 31, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47, 51, 54, 56, 57]",Real Bed,4,FALSE,3,198,10,10,10,1,1,16,Entire home/apt,98,https://www.airbnb.com/rooms/10665587?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 37, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 28, 30, 31]",Real Bed,5,FALSE,6,120,9,10,10,,,22,Entire home/apt,96,https://www.airbnb.com/rooms/6517182?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,FALSE,4,83,10,9,10,1,31038.5,27,Entire home/apt,99,https://www.airbnb.com/rooms/5062086?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 4, 5, 8, 40, 25, 41, 12, 44, 45, 31]",Real Bed,5,TRUE,6,120,9,7,9,1,309,11,Entire home/apt,75,https://www.airbnb.com/rooms/15634437?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 36, 5, 21, 8, 41, 43, 44, 30]",Real Bed,4,FALSE,2,73,10,9,10,0.875,31387.5,4,Entire home/apt,100,https://www.airbnb.com/rooms/6767144?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 15, 47, 25, 30, 31]",Real Bed,5,FALSE,6,139,10,10,10,,,8,Entire home/apt,93,https://www.airbnb.com/rooms/13565931?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54, 57]",Real Bed,5,FALSE,6,128,10,10,10,1,1,84,Entire home/apt,98,https://www.airbnb.com/rooms/9188294?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 3, 4, 5, 6, 8, 51, 21, 54, 25, 30, 31]",Real Bed,5,TRUE,4,90,9,8,9,1,77.5,50,Entire home/apt,85,https://www.airbnb.com/rooms/1084984?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 3, 35, 4, 36, 5, 39, 8, 41, 43, 12, 44, 45, 14, 46, 51, 54, 28, 30, 31]",Real Bed,5,FALSE,2,74,10,10,10,1,12021.5,7,Entire home/apt,94,https://www.airbnb.com/rooms/12860031?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,4,TRUE,4,90,10,10,10,1,1652.5,15,Entire home/apt,96,https://www.airbnb.com/rooms/13159818?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 4, 5, 21, 8, 40, 25, 41, 30]",Real Bed,4,FALSE,2,74,10,6,10,,,2,Entire home/apt,80,https://www.airbnb.com/rooms/6138264?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 5, 8, 40, 41, 47, 21, 25, 30, 31]",Real Bed,4,FALSE,4,250,10,10,10,1,21784,91,Entire home/apt,98,https://www.airbnb.com/rooms/7180399?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 35, 4, 5, 39, 8, 40, 41, 44, 45, 46, 47, 21, 30, 31]",Real Bed,4,FALSE,2,46,10,10,10,,,2,Private room,100,https://www.airbnb.com/rooms/14766122?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 73, 75, 77, 21, 85, 89, 90, 91, 93, 30, 94, 96, 33, 34, 35, 36, 100, 37, 103, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,5,FALSE,2,60,10,10,10,1,496,23,Entire home/apt,99,https://www.airbnb.com/rooms/11206406?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 35, 4, 36, 5, 39, 8, 40, 41, 45, 46, 28, 30, 31]",Real Bed,5,FALSE,3,75,10,10,10,1,1540,9,Entire home/apt,100,https://www.airbnb.com/rooms/12008156?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 73, 44, 45, 46, 47, 21, 25, 57, 28, 61, 30, 31]",Real Bed,5,FALSE,6,129,10,10,10,1,106.5,32,Entire home/apt,98,https://www.airbnb.com/rooms/10733607?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 31]",Real Bed,5,TRUE,4,74,10,10,10,1,2,34,Entire home/apt,97,https://www.airbnb.com/rooms/15606715?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 6, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49]",Real Bed,5,FALSE,2,120,10,10,10,1,15662,15,Entire home/apt,99,https://www.airbnb.com/rooms/12077402?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 30, 31]",Real Bed,5,FALSE,6,139,10,10,10,,,8,Entire home/apt,100,https://www.airbnb.com/rooms/13156238?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,FALSE,4,83,10,10,10,1,292,4,Entire home/apt,100,https://www.airbnb.com/rooms/15949009?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 5, 39, 8, 40, 41, 73, 44, 45, 46, 47, 50, 25, 28, 61, 30, 31]",Real Bed,5,TRUE,4,125,9,10,10,1,544,11,Entire home/apt,85,https://www.airbnb.com/rooms/11744969?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
6,"[33, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 45, 14, 49, 21, 25, 28]",Real Bed,4,FALSE,1,116,6,2,10,,,1,Entire home/apt,60,https://www.airbnb.com/rooms/9484166?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 4, 5, 8, 77, 21, 85, 88, 25, 28, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 47, 51, 54]",Real Bed,5,TRUE,6,111,10,9,9,1,250,69,Entire home/apt,93,https://www.airbnb.com/rooms/10467008?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 8, 40, 41, 44, 45, 46, 16, 21, 25, 30, 31]",Real Bed,4,FALSE,5,231,10,10,10,,,1,Entire home/apt,100,https://www.airbnb.com/rooms/16179488?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 5, 39, 8, 9, 41, 11, 44, 45, 47, 16, 25, 27, 30]",Real Bed,5,TRUE,2,76,8,8,8,0.75,46854,7,Entire home/apt,83,https://www.airbnb.com/rooms/9699064?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[32, 1, 33, 34, 35, 4, 36, 37, 38, 39, 8, 40, 41, 44, 45, 46, 47, 25, 30, 31]",Real Bed,3,FALSE,8,114,,,,0,86400,0,Entire home/apt,,https://www.airbnb.com/rooms/14290502?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 35, 4, 5, 39, 8, 40, 9, 41, 25, 28, 30, 31]",Real Bed,5,FALSE,2,584,10,10,10,,,1,Entire home/apt,100,https://www.airbnb.com/rooms/6948332?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 35, 4, 5, 6, 39, 8, 40, 41, 44, 47, 21, 25, 28, 30]",Real Bed,3,FALSE,3,110,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/12018261?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 4, 5, 37, 38, 8, 40, 41, 44, 45, 46, 47, 30]",Real Bed,5,FALSE,5,195,10,10,10,1,3228,3,Entire home/apt,100,https://www.airbnb.com/rooms/15554671?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 2, 3, 35, 4, 36, 5, 39, 8, 40, 41, 25, 28, 30, 31]",Real Bed,4,FALSE,2,54,,,,,,0,Private room,,https://www.airbnb.com/rooms/6229420?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 4, 5, 17, 19, 21, 28, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50]",Real Bed,4,FALSE,2,71,10,9,9,1,35713,7,Private room,94,https://www.airbnb.com/rooms/16732237?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 4, 5, 8, 11, 77, 85, 88, 89, 91, 92, 93, 30, 94, 31, 96, 33, 35, 36, 40, 41, 44, 45, 46, 47]",Real Bed,5,FALSE,16,621,,,,1,1183.5,0,Entire home/apt,,https://www.airbnb.com/rooms/18419758?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 2, 3, 35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 25, 28, 30, 31]",Real Bed,5,FALSE,10,164,10,9,10,1,348,11,Entire home/apt,89,https://www.airbnb.com/rooms/11579758?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[96, 33, 35, 4, 36, 5, 8, 40, 41, 11, 44, 45, 77, 46, 47, 85, 88, 89, 91, 92, 93, 94, 31]",Real Bed,5,TRUE,14,320,,,,1,1183.5,0,Entire home/apt,,https://www.airbnb.com/rooms/18621386?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 43, 44, 45, 14, 46, 47, 25, 28, 30, 31]",Real Bed,5,TRUE,5,82,9,9,10,1,348,24,Entire home/apt,91,https://www.airbnb.com/rooms/11330547?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 4, 36, 5, 8, 40, 41, 44, 45, 47, 21, 25, 31]",Real Bed,4,TRUE,5,100,,,,0.940999985,153,0,Entire home/apt,,https://www.airbnb.com/rooms/18569311?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 2, 34, 3, 35, 4, 5, 37, 8, 40, 9, 41, 43, 12, 44, 45, 46, 47, 49, 50, 25, 28, 30]",Real Bed,5,FALSE,10,228,10,9,10,1,927.5,12,Entire home/apt,95,https://www.airbnb.com/rooms/8276524?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[64, 1, 2, 3, 4, 5, 69, 8, 9, 16, 21, 25, 27, 28, 30, 31, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47, 51, 53, 57, 61]",Real Bed,4,FALSE,8,530,10,10,10,1,23888.5,3,Entire home/apt,100,https://www.airbnb.com/rooms/16642361?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 35, 4, 36, 5, 37, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 52, 25, 30, 31]",Real Bed,4,FALSE,2,89,10,10,10,1,128,48,Entire home/apt,98,https://www.airbnb.com/rooms/6803014?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 61, 30, 31]",Real Bed,5,TRUE,3,46,10,9,10,0.967999995,724,29,Entire home/apt,90,https://www.airbnb.com/rooms/14331542?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 49, 50, 51, 54, 25, 28, 30]",Futon,4,TRUE,2,41,10,9,10,1,1,168,Private room,95,https://www.airbnb.com/rooms/3831512?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 5, 8, 40, 9, 41, 43, 44, 45, 30, 31]",Real Bed,5,FALSE,4,89,10,9,10,1,566,9,Entire home/apt,93,https://www.airbnb.com/rooms/16374630?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 25, 30, 31]",Real Bed,5,FALSE,4,80,9,9,9,0.953000009,12427,28,Entire home/apt,90,https://www.airbnb.com/rooms/8163709?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 4, 5, 37, 38, 39, 8, 40, 41, 44, 45, 47, 28]",Real Bed,4,FALSE,1,46,10,10,10,1,23872,86,Private room,97,https://www.airbnb.com/rooms/7280614?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[5, 8, 40, 41, 43, 44, 45, 30, 31, 47]",Real Bed,5,TRUE,4,137,9,9,9,0.977999985,1328.5,36,Entire home/apt,84,https://www.airbnb.com/rooms/12349926?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 44, 45, 46, 47, 49, 51, 54, 25, 30, 31]",Real Bed,5,FALSE,3,58,10,10,10,1,0.5,14,Entire home/apt,99,https://www.airbnb.com/rooms/17473015?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 5, 38, 39, 8, 40, 41, 11, 43, 44, 45, 47, 51, 21, 54, 28, 30, 31]",Real Bed,5,TRUE,5,64,10,10,10,0.699999988,1890.5,55,Entire home/apt,96,https://www.airbnb.com/rooms/9886078?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 3, 35, 4, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 25, 30, 31]",Real Bed,5,TRUE,3,40,10,9,9,1,1,42,Entire home/apt,91,https://www.airbnb.com/rooms/4645301?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 4, 5, 8, 40, 41, 44, 45, 46, 47, 49, 50, 30]",Real Bed,4,FALSE,2,53,10,9,10,1,89,25,Private room,98,https://www.airbnb.com/rooms/17949999?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 54, 25, 30, 31]",Real Bed,5,TRUE,6,21,9,8,9,1,26.5,29,Entire home/apt,82,https://www.airbnb.com/rooms/12690205?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 44, 45, 21, 31]",Real Bed,5,FALSE,4,59,10,9,10,1,586,28,Entire home/apt,86,https://www.airbnb.com/rooms/14998299?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 54, 57, 30, 31]",Real Bed,4,TRUE,3,50,10,10,10,1,92,22,Entire home/apt,95,https://www.airbnb.com/rooms/15165343?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 34, 35, 5, 39, 8, 40, 41, 44, 45, 46, 47, 21, 25, 31]",Real Bed,3,TRUE,2,64,7,10,6,0.699999988,1,5,Entire home/apt,85,https://www.airbnb.com/rooms/13348873?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 28, 30, 31]",Real Bed,4,TRUE,5,100,9,8,8,1,0,52,Entire home/apt,89,https://www.airbnb.com/rooms/9588061?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 35, 67, 4, 5, 39, 8, 40, 41, 44, 45, 46, 21, 30, 31]",Real Bed,3,TRUE,5,64,10,9,10,1,1,22,Entire home/apt,95,https://www.airbnb.com/rooms/15429022?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 47, 50, 51, 54, 30, 31]",Real Bed,4,TRUE,2,62,9,9,10,1,1,25,Entire home/apt,86,https://www.airbnb.com/rooms/17256534?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 47, 51, 54, 25, 30, 31]",Real Bed,5,FALSE,7,110,10,9,10,1,3727,74,Entire home/apt,95,https://www.airbnb.com/rooms/3022844?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[64, 1, 65, 3, 4, 5, 71, 8, 72, 9, 73, 74, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54, 61]",Real Bed,5,TRUE,16,229,10,10,10,1,50,18,Entire home/apt,98,https://www.airbnb.com/rooms/16047116?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 50, 51, 54, 30, 31]",Real Bed,5,TRUE,5,68,9,9,10,1,98.5,23,Entire home/apt,93,https://www.airbnb.com/rooms/14700108?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 33, 4, 5, 8, 41, 57, 11, 45, 30, 31, 47]",Real Bed,3,FALSE,2,55,9,7,10,0.57099998,871,9,Entire home/apt,87,https://www.airbnb.com/rooms/17580445?location=Shirokanedai%2C%20Minato%2C%20Tokyo%2C%20Japan
